Make,Model,Broad.phase.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Bell,206BII,Standing,0.0,0.0,0.0,1.0,2000
Cessna,180,Cruise,3.0,1.0,0.0,0.0,2000
Cessna,340A,Climb,3.0,0.0,0.0,0.0,2000
Cessna,206H,Cruise,0.0,1.0,0.0,0.0,2000
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,2000
Cessna,340A,Takeoff,0.0,0.0,0.0,4.0,2000
Piper,PA-18,Approach,0.0,1.0,1.0,0.0,2000
Piper,PA-18,Takeoff,0.0,1.0,0.0,1.0,2000
Aerostar,S-81A,Standing,0.0,1.0,0.0,11.0,2000
Bellanca,17-30A,Takeoff,0.0,0.0,2.0,1.0,2000
Piper,PA-18,Takeoff,0.0,0.0,0.0,2.0,2000
Piper,PA-31-325,Landing,0.0,0.0,1.0,0.0,2000
Boeing,707-312B,,0.0,0.0,10.0,0.0,2000
Maule,M-7-235B,Landing,0.0,0.0,0.0,4.0,2000
Cessna,182S,Climb,1.0,0.0,0.0,0.0,2000
Piper,PA-23-160,Cruise,1.0,1.0,0.0,0.0,2000
Piper,PA-32RT,Takeoff,1.0,3.0,1.0,0.0,2000
Cessna,335,Cruise,3.0,0.0,0.0,0.0,2000
Cessna,185F,Landing,0.0,0.0,0.0,2.0,2000
Cessna,414,,0.0,1.0,0.0,2.0,2000
Cessna,172P,Go-around,0.0,0.0,2.0,1.0,2000
Piper,PA-28R-200,Approach,2.0,0.0,0.0,0.0,2000
Cessna,210,Takeoff,1.0,0.0,0.0,0.0,2000
Cessna,340A,Cruise,2.0,0.0,0.0,0.0,2000
Piper,PA-32R-301,Approach,0.0,0.0,0.0,2.0,2000
Cessna,425,Unknown,2.0,0.0,0.0,0.0,2000
Beech,BE-23-A24R,Landing,0.0,0.0,0.0,2.0,2000
Robinson,R-44A,Cruise,3.0,0.0,0.0,0.0,2000
Socata,TBM 700,Approach,0.0,0.0,2.0,2.0,2000
Beech,BE-23,Cruise,1.0,0.0,0.0,0.0,2000
Bell,206B,Maneuvering,1.0,0.0,0.0,0.0,2001
De Havilland,DHC-6-300,Approach,0.0,0.0,0.0,3.0,2001
Cessna,310,Standing,0.0,0.0,0.0,3.0,2001
Cessna,T210L,Taxi,0.0,0.0,0.0,3.0,2001
Piper,PA 46-350P,Takeoff,0.0,0.0,0.0,3.0,2001
Bell,206L-1,Standing,0.0,1.0,0.0,2.0,2001
Hughes,369D,Cruise,0.0,0.0,0.0,4.0,2001
Beech,F90-42,Takeoff,4.0,0.0,0.0,0.0,2001
Beech,200,Descent,10.0,0.0,0.0,0.0,2001
British Aerospace,HS.125-700A,Descent,0.0,0.0,0.0,3.0,2001
Piper,PA-30,Takeoff,1.0,0.0,0.0,0.0,2001
Piper,PA-28-140,Cruise,0.0,0.0,1.0,2.0,2001
Cessna,441,Landing,0.0,0.0,0.0,2.0,2001
Cessna,421,Approach,5.0,0.0,0.0,0.0,2001
Learjet,35A,Landing,0.0,0.0,0.0,5.0,2001
Piper,J5A,Maneuvering,0.0,0.0,0.0,1.0,2001
Hughes,369D,Maneuvering,0.0,0.0,0.0,3.0,2001
Cessna,340,Approach,0.0,0.0,0.0,6.0,2001
Socata,TBM 700,Takeoff,1.0,0.0,0.0,0.0,2001
Cessna,172P,Landing,0.0,0.0,3.0,0.0,2001
Piper,PA-25-235,Approach,0.0,0.0,0.0,1.0,2001
Schweizer,2-33A,Takeoff,0.0,0.0,1.0,1.0,2001
Piper,PA-32-300,Standing,4.0,1.0,0.0,0.0,2001
Cessna,421C,Landing,0.0,0.0,1.0,3.0,2001
Piper,PA-32RT-300T,Cruise,0.0,0.0,0.0,1.0,2001
Eurocopter,AS-350-B2,Approach,0.0,0.0,1.0,0.0,2001
Bell Helicopter,407,Standing,1.0,0.0,0.0,2.0,2001
Helio,H-391B,Takeoff,0.0,0.0,0.0,1.0,2001
Cessna,210M,Approach,0.0,1.0,0.0,0.0,2001
Cessna,R182,Maneuvering,0.0,0.0,0.0,1.0,2001
Potez-air Fouga,CM 170,Maneuvering,2.0,0.0,0.0,0.0,2001
Piper,PA-32R-301,Go-around,1.0,0.0,0.0,0.0,2001
American Champion (acac),8GCBC,Takeoff,0.0,0.0,0.0,2.0,2001
Grumman,G-164,Takeoff,0.0,0.0,0.0,1.0,2001
Pilatus,PC-12/45,,0.0,0.0,1.0,3.0,2001
Piper,PA-34-200T,Climb,0.0,0.0,12.0,2.0,2001
Bell,206B,Cruise,0.0,0.0,0.0,4.0,2001
Schweizer,269C,Takeoff,0.0,0.0,3.0,0.0,2001
Piper,PA-46-310P,Go-around,0.0,1.0,0.0,0.0,2001
Piper,PA-32-260,Takeoff,2.0,0.0,0.0,0.0,2001
Cessna,172M,Landing,0.0,0.0,1.0,0.0,2001
Taylorcraft,BC12-D,Landing,0.0,0.0,0.0,1.0,2001
Cessna,U206,Takeoff,0.0,0.0,0.0,4.0,2001
Dassault Aviation,Falcon 20,,3.0,0.0,0.0,0.0,2001
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,2001
Piper,PA-32-260,Cruise,2.0,0.0,0.0,1.0,2001
Beech,BE-200,Approach,0.0,1.0,5.0,0.0,2001
Piper,PA-46-310P,Takeoff,0.0,0.0,1.0,0.0,2001
Piper,PA-60-602P,Takeoff,0.0,0.0,0.0,1.0,2001
"Md Helicopters, Inc.",600N,Maneuvering,0.0,0.0,3.0,1.0,2001
Cameron Balloons,Shuttle 90,Descent,0.0,0.0,2.0,0.0,2001
Swearingen,SA226-T,Takeoff,0.0,0.0,0.0,3.0,2001
Bell,TH-1F,,0.0,0.0,0.0,1.0,2001
De Havilland,DHC-3,Cruise,0.0,0.0,1.0,8.0,2001
Piper,PA-32R-301,Cruise,2.0,0.0,0.0,0.0,2001
Boeing,A75N1 (PT17),Go-around,0.0,0.0,1.0,1.0,2001
Eurocopter,AS 350 BA,Landing,0.0,0.0,0.0,1.0,2001
Beech,200,Approach,0.0,0.0,0.0,9.0,2001
Piper,PA-18,Takeoff,0.0,0.0,1.0,0.0,2001
Cessna,182,Approach,0.0,0.0,0.0,1.0,2001
Cessna,206,Takeoff,0.0,0.0,0.0,2.0,2001
Bell,206B-III,Maneuvering,0.0,0.0,4.0,0.0,2001
Beech,C90,Approach,0.0,1.0,0.0,0.0,2001
Beech,200,Landing,0.0,0.0,0.0,1.0,2001
Cessna,P210N,Cruise,1.0,0.0,0.0,0.0,2001
Cessna,310Q,Takeoff,1.0,0.0,0.0,0.0,2001
Agusta,A119,Approach,0.0,0.0,3.0,0.0,2001
Cessna,T310R,Landing,0.0,0.0,0.0,1.0,2001
Piper,PA-24-250,Cruise,0.0,0.0,1.0,0.0,2001
Mitsubishi,MU-2B-40,Approach,0.0,0.0,0.0,4.0,2001
Maule,M-7-235,Landing,0.0,0.0,0.0,2.0,2001
Cessna,T210K,Approach,0.0,0.0,0.0,2.0,2001
Mooney,M20C,Unknown,2.0,0.0,0.0,0.0,2001
Piper,PA-32-260,Go-around,4.0,0.0,0.0,0.0,2001
Piper,PA-46-350P,Go-around,3.0,0.0,0.0,0.0,2001
Piper,PA-34,Cruise,0.0,0.0,2.0,1.0,2001
Cessna,337D,,3.0,0.0,0.0,0.0,2001
Cessna,210L,Maneuvering,0.0,0.0,0.0,1.0,2002
Piper,PA-28-180,Takeoff,0.0,0.0,1.0,0.0,2002
Cessna,340A,Cruise,3.0,2.0,0.0,0.0,2002
Cessna,177,Approach,1.0,1.0,0.0,0.0,2002
Cessna,T210N,Takeoff,0.0,0.0,0.0,4.0,2002
Socata,TB-9,Landing,0.0,0.0,0.0,1.0,2002
Beech,V35B,Maneuvering,1.0,0.0,0.0,0.0,2002
Piper,PA-42-720,Approach,0.0,0.0,0.0,7.0,2002
Piper,Aerostar 601P,Cruise,1.0,0.0,0.0,0.0,2002
Cessna,441,Cruise,2.0,0.0,0.0,0.0,2002
Beech,V35B,Approach,2.0,0.0,0.0,0.0,2002
Piper,PA-32-300,Cruise,4.0,0.0,0.0,0.0,2002
"Smith, Ted Aerostar",601P,Maneuvering,0.0,1.0,0.0,0.0,2002
Rockwell,500S,Approach,1.0,0.0,0.0,0.0,2002
Thunder And Colt,Colt 120 A,Landing,0.0,1.0,3.0,6.0,2002
Cessna,182H,Cruise,0.0,0.0,0.0,1.0,2002
Skystar Aircraft Corp,Kitfox Lite Squared,Taxi,0.0,0.0,0.0,1.0,2002
Piper,PA-28-235,Cruise,1.0,0.0,0.0,0.0,2002
Cessna,177,Landing,0.0,0.0,0.0,3.0,2002
Bellanca,7GCBC,Landing,0.0,0.0,0.0,2.0,2002
Cessna,550,Takeoff,0.0,0.0,1.0,5.0,2002
Cessna,175,Cruise,0.0,0.0,0.0,2.0,2002
Aero Commander,500-S,Landing,0.0,0.0,0.0,3.0,2002
Mitsubishi,MU2B-20,Landing,0.0,0.0,0.0,1.0,2002
Cessna,A185F,Cruise,2.0,0.0,0.0,0.0,2002
Robinson,R-22,Maneuvering,0.0,0.0,0.0,1.0,2002
De Havilland,DHC-2,Taxi,0.0,0.0,0.0,4.0,2002
Robinson,R22 Beta,Maneuvering,0.0,0.0,0.0,2.0,2002
Enstrom,F-28C,Maneuvering,0.0,1.0,1.0,0.0,2002
Cessna,441,Climb,0.0,0.0,0.0,4.0,2002
Beech,C23,Cruise,0.0,0.0,0.0,2.0,2002
Cessna,U206F,Takeoff,0.0,0.0,0.0,4.0,2002
Robinson,R44,,0.0,0.0,2.0,0.0,2002
Rockwell International,690A,Landing,0.0,0.0,0.0,1.0,2002
Cessna,C180A,Takeoff,0.0,0.0,0.0,2.0,2002
Aerostar International,S-77A,Landing,0.0,1.0,1.0,7.0,2002
Beech,A-36,Takeoff,0.0,0.0,0.0,1.0,2002
Helio,H-295,Landing,0.0,0.0,0.0,1.0,2002
Bell,412,Takeoff,1.0,0.0,0.0,10.0,2002
Cessna,500,Takeoff,0.0,0.0,0.0,2.0,2002
Cessna,210L,Landing,0.0,0.0,0.0,2.0,2002
Cessna,172N,,0.0,1.0,2.0,0.0,2002
Piper,PA-32-260,Takeoff,0.0,0.0,3.0,0.0,2002
Helio,H-295,Takeoff,0.0,0.0,0.0,4.0,2002
Cessna,172P,Takeoff,0.0,0.0,0.0,1.0,2002
Robinson,R22 Beta,Approach,0.0,0.0,0.0,1.0,2002
Piper,PA-34-200T,Landing,0.0,0.0,0.0,2.0,2002
De Havilland,DHC-2 MK3,Landing,1.0,0.0,1.0,1.0,2002
Piper,PA-28R-180,Climb,3.0,0.0,0.0,0.0,2002
Eurocopter,AS350B3,Cruise,0.0,0.0,0.0,1.0,2002
Cessna,TR182,Maneuvering,2.0,0.0,0.0,0.0,2002
Cessna,180,Takeoff,0.0,0.0,0.0,1.0,2002
Cessna,185,Takeoff,0.0,0.0,0.0,1.0,2002
Pilatus,PC-12/45,Climb,2.0,0.0,0.0,0.0,2002
Smith,Aerostar 601P,Approach,0.0,0.0,0.0,2.0,2002
Stinson,108-3,Landing,0.0,0.0,0.0,2.0,2002
Cessna,310L,Maneuvering,1.0,0.0,0.0,0.0,2002
Mooney,M20J,Landing,0.0,0.0,0.0,2.0,2002
Cessna,T210M,Maneuvering,1.0,0.0,0.0,0.0,2002
Curtiss-wright,Travel Air 4000,Landing,0.0,0.0,0.0,3.0,2002
Cessna,525A,Landing,0.0,2.0,2.0,0.0,2002
Iv Inc.,LANCAIR IV,Landing,2.0,1.0,0.0,0.0,2002
Aero Commander,500-B,Maneuvering,3.0,0.0,0.0,0.0,2002
Aerospatiale,AS350B,Maneuvering,0.0,0.0,2.0,1.0,2002
Cessna,210L,Approach,1.0,0.0,0.0,0.0,2002
Socata,TB-20,Cruise,1.0,1.0,0.0,0.0,2002
Cessna,210L,Climb,1.0,1.0,0.0,0.0,2002
Aaa Aircraft Leasing,192,Cruise,2.0,0.0,0.0,0.0,2002
Piper,PA28-181,Takeoff,0.0,0.0,1.0,0.0,2002
Hawker Siddeley,DH-125,Landing,0.0,0.0,0.0,3.0,2002
Hughes,369E,Cruise,0.0,0.0,0.0,2.0,2002
Cessna,CJ525,,0.0,0.0,0.0,4.0,2003
Piper,PA-23-250,Cruise,0.0,0.0,0.0,1.0,2003
Cessna,T210N,Cruise,3.0,0.0,0.0,0.0,2003
Robinson,R44,,0.0,0.0,0.0,1.0,2003
Cessna,182G,Cruise,1.0,0.0,0.0,0.0,2003
Socata,TBM 700,Approach,3.0,0.0,0.0,0.0,2003
Aero Commander,690A,Takeoff,0.0,1.0,0.0,3.0,2003
Eurocopter,AS350B2,Cruise,0.0,0.0,5.0,0.0,2003
Cessna,R172K,Standing,1.0,0.0,0.0,1.0,2003
Beech,A36,Cruise,3.0,0.0,0.0,0.0,2003
Piper,PA-18,Approach,0.0,0.0,0.0,2.0,2003
Beech,B-60,Cruise,0.0,1.0,0.0,0.0,2003
Hughes,369D,Maneuvering,0.0,0.0,0.0,2.0,2003
Raytheon,V35A,Approach,2.0,0.0,0.0,0.0,2003
Cessna,T207 A,Cruise,2.0,0.0,0.0,0.0,2003
Piper,PA-32RT-300T,Landing,0.0,0.0,0.0,4.0,2003
Piper,PA-31T1,Approach,0.0,0.0,0.0,2.0,2003
Cessna,340A,Taxi,0.0,0.0,0.0,3.0,2003
Cessna,P206,Taxi,0.0,0.0,0.0,1.0,2003
Cessna,TR182,Cruise,2.0,0.0,0.0,0.0,2003
Bell,206-L4,Landing,0.0,0.0,1.0,2.0,2003
Aerostar International,S66A-3060,Landing,0.0,1.0,1.0,4.0,2003
Dassault Aviation,DA-50,Taxi,0.0,0.0,1.0,17.0,2003
Cessna,182E,Takeoff,0.0,0.0,0.0,5.0,2003
Cessna,172B,Unknown,1.0,0.0,0.0,0.0,2003
Cessna,320,Landing,0.0,0.0,0.0,1.0,2003
Cessna,172N,Descent,0.0,0.0,0.0,1.0,2003
Mooney,M20S,Landing,0.0,0.0,0.0,3.0,2003
Beech,58P,Approach,0.0,0.0,0.0,3.0,2003
Aerostar,S-77A,Landing,0.0,1.0,0.0,8.0,2003
Bell,206B,Maneuvering,0.0,0.0,2.0,1.0,2003
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,1.0,2003
Robinson,R44 II,Cruise,3.0,0.0,0.0,0.0,2003
Bell,47G-5A,Cruise,0.0,0.0,0.0,3.0,2003
Piper,PA-28-161,Takeoff,0.0,0.0,0.0,4.0,2003
Bell,206B3,Landing,0.0,0.0,0.0,1.0,2003
Piper,PA-46-310P,Takeoff,0.0,0.0,0.0,3.0,2003
Casa,2.111,Approach,2.0,0.0,0.0,0.0,2003
Mikoyan,MIG-15BIS,Takeoff,0.0,0.0,0.0,1.0,2003
Piper,PA-34-220T,Landing,0.0,0.0,0.0,1.0,2003
Vans Aircraft,RV-6T,Taxi,0.0,0.0,0.0,3.0,2003
Gerlach,Skyraider II,Takeoff,0.0,0.0,0.0,2.0,2003
Bell,206B,Landing,0.0,0.0,0.0,3.0,2003
Aviat,A-1A,Takeoff,0.0,0.0,0.0,1.0,2003
Piper,PA-18,Landing,0.0,0.0,0.0,2.0,2003
Raven,S-60A,Landing,0.0,1.0,0.0,5.0,2003
De Havilland,DHC-2,Landing,0.0,0.0,0.0,5.0,2003
Piper,PA-31,Approach,2.0,1.0,0.0,0.0,2003
Cessna,182,Landing,0.0,0.0,1.0,0.0,2003
Cessna,650,Cruise,0.0,0.0,0.0,9.0,2003
Bellanca,8GCBC,Landing,0.0,0.0,1.0,0.0,2003
Bell,47G-3B-1,Maneuvering,0.0,1.0,0.0,0.0,2003
Beech,58,Landing,0.0,0.0,0.0,2.0,2003
Aero Commander,690,,1.0,0.0,0.0,0.0,2003
Maule,M-7-235,Takeoff,0.0,0.0,0.0,2.0,2003
Piper,PA-18-150,Landing,0.0,0.0,0.0,1.0,2003
Hughes,269A,Maneuvering,0.0,1.0,0.0,1.0,2003
Cessna,182L,Takeoff,0.0,0.0,0.0,1.0,2003
Firefly Balloons,Galaxy 11B,Landing,0.0,2.0,6.0,3.0,2003
Piper,PA-30,Approach,1.0,0.0,0.0,0.0,2003
Commander Aircraft,114TC,Go-around,1.0,0.0,0.0,0.0,2003
Beech,A45,Maneuvering,2.0,0.0,0.0,0.0,2003
Cessna,R172E,,2.0,0.0,0.0,0.0,2003
Cessna,182-K,Approach,0.0,0.0,3.0,0.0,2003
Cessna,414,Maneuvering,4.0,1.0,0.0,0.0,2003
Canadair,CL-600,Takeoff,0.0,0.0,0.0,2.0,2003
Robinson,R-22 Beta,Maneuvering,0.0,0.0,0.0,1.0,2004
Cirrus Design Corp.,SR-22,Landing,0.0,0.0,0.0,1.0,2004
Garlick,OH58A,,1.0,4.0,0.0,0.0,2004
Cessna,172M,Landing,0.0,0.0,0.0,1.0,2004
Cessna,182M,Takeoff,0.0,0.0,0.0,1.0,2004
Lancair,LC42-550FG,Landing,0.0,0.0,0.0,4.0,2004
American Champion (acac),8GCBC,Landing,0.0,0.0,0.0,1.0,2004
Robinson,R44,Taxi,0.0,0.0,3.0,0.0,2004
Cessna,T210M,Cruise,0.0,0.0,2.0,1.0,2004
Piper,PA-28-180,Approach,0.0,0.0,1.0,1.0,2004
Beech,BE-200,Landing,0.0,0.0,0.0,2.0,2004
Beech,A36,Cruise,0.0,2.0,1.0,0.0,2004
Swearingen,SA226-T,Takeoff,0.0,0.0,0.0,1.0,2004
Piper,PA-24-250,Cruise,0.0,0.0,0.0,2.0,2004
Cirrus Design Corp.,SR20,Takeoff,4.0,0.0,0.0,0.0,2004
Swearingen,SA-227,,3.0,4.0,0.0,0.0,2004
Cessna,310R,Takeoff,1.0,0.0,0.0,0.0,2004
Lockheed,1329-23E,Approach,0.0,0.0,0.0,4.0,2004
Piper,PA-18-150,Approach,1.0,1.0,0.0,0.0,2004
Hall,Lancair IV-P,Cruise,3.0,0.0,0.0,0.0,2004
De Havilland,DHC-2,Landing,0.0,0.0,0.0,2.0,2004
Bell,206B,Maneuvering,2.0,3.0,0.0,0.0,2004
Beech,A36,Cruise,0.0,0.0,0.0,4.0,2004
Air Tractor,AT-402A,Maneuvering,0.0,0.0,1.0,0.0,2004
Cessna,340A,Cruise,0.0,0.0,0.0,1.0,2004
Cessna,182A,Descent,0.0,0.0,0.0,1.0,2004
Thunder & Colt Ltd,210A,Landing,0.0,1.0,7.0,0.0,2004
Lindstrand Balloons,120A,Landing,0.0,2.0,2.0,1.0,2004
Hughes,500D,Standing,0.0,0.0,0.0,1.0,2004
Piper,PA-32R-301T,Landing,5.0,0.0,0.0,0.0,2004
Cessna,172S,Unknown,0.0,0.0,0.0,1.0,2004
Piper,PA 25,Maneuvering,0.0,0.0,0.0,1.0,2004
Cessna,A185F,Takeoff,0.0,0.0,0.0,1.0,2004
Piper,PA-60-601P,Takeoff,6.0,0.0,0.0,0.0,2004
Mooney,M20J,Approach,3.0,0.0,0.0,0.0,2004
Cessna,U206B,Cruise,1.0,0.0,4.0,0.0,2004
Bell,206B3,Maneuvering,0.0,2.0,2.0,0.0,2004
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,6.0,2004
De Havilland,DHC-3,Maneuvering,1.0,1.0,1.0,0.0,2004
Cameron Balloons,A-210,Landing,0.0,1.0,0.0,6.0,2004
Piper,PA-31P-425,,3.0,0.0,0.0,0.0,2004
Piper,PA-32-301,Landing,0.0,0.0,0.0,1.0,2004
Hughes,369D,Cruise,0.0,0.0,0.0,3.0,2004
Beech,B-60,Taxi,0.0,0.0,0.0,1.0,2004
Piper,PA-18,Approach,0.0,0.0,0.0,1.0,2004
Smith,Aerostar 601P,Takeoff,0.0,0.0,0.0,1.0,2004
Cessna,177,Cruise,0.0,0.0,0.0,4.0,2004
Cessna,152,Landing,0.0,0.0,0.0,2.0,2004
Aerostar,SP-1,Climb,0.0,0.0,0.0,3.0,2004
Cessna,210,,0.0,0.0,0.0,2.0,2004
Malone,VANS RV-6A,Takeoff,1.0,0.0,0.0,0.0,2004
Cirrus Design Corp.,SR22,Landing,0.0,0.0,0.0,1.0,2004
Beech,B-55,Landing,0.0,0.0,0.0,1.0,2004
Cessna,P206B,Cruise,1.0,0.0,1.0,4.0,2004
Beech,BE-200,Go-around,0.0,0.0,0.0,3.0,2004
Beech,BE-60,Takeoff,4.0,0.0,0.0,0.0,2004
Cessna,P210N,Approach,0.0,0.0,1.0,0.0,2004
Cessna,P210N,Cruise,0.0,0.0,0.0,2.0,2004
Piper,PA-32R-301T,Cruise,3.0,0.0,0.0,0.0,2004
Cessna,310,,5.0,0.0,0.0,0.0,2004
Cessna,152,Descent,0.0,0.0,0.0,2.0,2004
Cirrus Design Corp.,SR22,Takeoff,0.0,0.0,0.0,3.0,2004
Cessna,172E,Cruise,0.0,0.0,0.0,3.0,2004
Piper,PA-24-250,Takeoff,0.0,1.0,0.0,0.0,2004
Cessna,421B,Takeoff,5.0,1.0,0.0,0.0,2004
Dassault-breguet,Falcon 20,Landing,0.0,0.0,0.0,4.0,2004
Cessna,TU206G,,6.0,0.0,0.0,0.0,2004
Beech,A45,Maneuvering,2.0,0.0,0.0,0.0,2004
Beech,B200,Approach,0.0,0.0,1.0,0.0,2004
Mooney,M20F,Cruise,0.0,0.0,0.0,2.0,2004
Diamond Aircraft,DA40-180,Approach,3.0,0.0,0.0,0.0,2004
Beech,BE-36-TC,,2.0,0.0,1.0,0.0,2004
Aero Commander,AC-685,,5.0,0.0,0.0,0.0,2004
Raytheon Aircraft Company,C90A,Takeoff,0.0,0.0,0.0,2.0,2004
Aero Commander,690A,Landing,0.0,0.0,0.0,3.0,2005
Cessna,414A,Takeoff,0.0,0.0,0.0,5.0,2005
Cessna,180,Landing,0.0,0.0,0.0,1.0,2005
Piper,PA-30,Takeoff,1.0,0.0,0.0,0.0,2005
Grumman,G-1159,Landing,0.0,0.0,0.0,9.0,2005
Beech,P35,Approach,0.0,0.0,1.0,0.0,2005
Cessna,310-J,Landing,0.0,0.0,0.0,1.0,2005
Learjet,35A,Landing,0.0,0.0,0.0,2.0,2005
Beech,BE-58,Cruise,4.0,0.0,0.0,0.0,2005
Robinson,R44,Maneuvering,0.0,0.0,0.0,3.0,2005
Twin Commander Acft. Corp.,685,,2.0,1.0,0.0,0.0,2005
Hawker Siddeley,HS 125 600B,,0.0,3.0,0.0,3.0,2005
Canadair,CL-600,Takeoff,0.0,0.0,0.0,7.0,2005
Bell,206B,Maneuvering,0.0,0.0,0.0,2.0,2005
Gulfstream Aerospace,G-IV,Taxi,0.0,0.0,0.0,14.0,2005
Cirrus Design Corp.,SR-22,Landing,0.0,0.0,0.0,2.0,2005
Cessna,182M,Landing,0.0,0.0,0.0,4.0,2005
Mooney,M20M,Cruise,0.0,0.0,0.0,1.0,2005
Robinson,R44 II,Standing,0.0,0.0,0.0,2.0,2005
Beech,A36,Climb,0.0,0.0,0.0,3.0,2005
Beech,A36TC,Cruise,0.0,0.0,1.0,0.0,2005
Swearingen,SA-26AT,Landing,0.0,0.0,2.0,0.0,2005
Bell,206L 1,Maneuvering,0.0,0.0,0.0,1.0,2005
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,2005
Rockwell International,NA-265-80,Takeoff,0.0,0.0,0.0,5.0,2005
Cessna,525A,Landing,0.0,0.0,1.0,3.0,2005
Cessna,182TR,Landing,0.0,0.0,0.0,1.0,2005
Israel Aircraft Industries,1124A,,0.0,0.0,0.0,7.0,2005
De Havilland,DHC-2,Takeoff,0.0,0.0,0.0,6.0,2005
Douglas,R4D-8,Takeoff,0.0,3.0,0.0,0.0,2005
Cessna,525A,,0.0,0.0,0.0,3.0,2005
Cessna,182F,Cruise,0.0,0.0,1.0,0.0,2005
Enstrom,480B,Maneuvering,0.0,0.0,0.0,2.0,2005
Piper,PA46-500TP,Landing,0.0,0.0,0.0,2.0,2005
Cessna,421B,Landing,0.0,0.0,0.0,4.0,2005
Maule,M-7-235,Approach,1.0,0.0,4.0,0.0,2005
Piper,PA-31-350,,3.0,0.0,0.0,0.0,2005
Cessna,525A,Landing,0.0,0.0,0.0,5.0,2005
Piper,PA-28R-200,Cruise,0.0,0.0,0.0,1.0,2005
Piper,PA-30,Takeoff,3.0,1.0,0.0,0.0,2005
Beech,95-B55,Landing,0.0,0.0,0.0,1.0,2005
Piper,PA-28-151,Climb,1.0,0.0,0.0,0.0,2005
Forbes,Rutan Long EZE,Approach,0.0,0.0,0.0,1.0,2005
Enstrom,280C,Approach,0.0,1.0,0.0,1.0,2005
Robinson,R44,Landing,0.0,0.0,3.0,0.0,2005
Piper,PA-18,Landing,0.0,0.0,0.0,1.0,2005
Beech,A36,Cruise,2.0,0.0,0.0,0.0,2005
De Havilland,Beaver DHC-2 MK.1,Takeoff,0.0,0.0,1.0,6.0,2005
Bell,206B,Maneuvering,0.0,0.0,4.0,0.0,2005
Cessna,180,Landing,0.0,0.0,0.0,1.0,2005
Raytheon,BE-390,Landing,0.0,0.0,0.0,2.0,2005
Beech,F33A,Cruise,0.0,0.0,0.0,1.0,2005
Eurocopter Deutschland,BK-117-B2,Landing,0.0,0.0,0.0,5.0,2005
Robinson,R44,Unknown,3.0,0.0,0.0,0.0,2005
Grumman,F6F,Cruise,1.0,0.0,0.0,0.0,2005
Lancair,LC-40-550FG,Descent,2.0,0.0,0.0,0.0,2005
Bell,206,,2.0,0.0,0.0,0.0,2005
Beech,BE-76,Approach,0.0,0.0,2.0,0.0,2005
Beech,F33A,Descent,1.0,0.0,0.0,0.0,2005
Cessna,172L,Descent,0.0,0.0,0.0,1.0,2005
Cessna,P210R,Landing,0.0,0.0,0.0,4.0,2005
Gulfstream Aerospace,G-5,Takeoff,0.0,0.0,0.0,7.0,2005
Cameron Balloons,N-180,Landing,0.0,0.0,0.0,12.0,2005
Piper,PA-32-300,Landing,0.0,0.0,0.0,1.0,2006
Cirrus,SR22,Climb,0.0,0.0,0.0,3.0,2006
Cessna,T210N,Cruise,0.0,0.0,1.0,1.0,2006
Cessna,421C,Maneuvering,1.0,0.0,0.0,0.0,2006
Canadair,CL-600,Landing,0.0,0.0,0.0,3.0,2006
Piper,PA-32RT-300T,Takeoff,0.0,0.0,0.0,2.0,2006
Dassault Aviation,Falcon 900EX,Landing,0.0,0.0,0.0,3.0,2006
Enstrom,280F,Maneuvering,0.0,0.0,0.0,2.0,2006
Md Helicopter,MD 600,,1.0,0.0,0.0,0.0,2006
Cessna,340A,Approach,3.0,0.0,0.0,0.0,2006
Cessna,208B,Climb,2.0,0.0,0.0,0.0,2006
Cessna,T310R,Cruise,1.0,0.0,0.0,0.0,2006
Robinson,R22 Beta,Standing,0.0,0.0,0.0,1.0,2006
Bell,206B,Approach,0.0,0.0,0.0,4.0,2006
Robinson,R44 Raven II,Cruise,0.0,0.0,0.0,1.0,2006
Piper,PA-18-150,Landing,0.0,0.0,0.0,1.0,2006
Piper,PA-18,Approach,0.0,0.0,0.0,2.0,2006
Piper,PA60-602P,Maneuvering,2.0,0.0,0.0,0.0,2006
Piper,PA-30,Landing,0.0,0.0,0.0,3.0,2006
Piper,PA-46-350P,Landing,0.0,0.0,0.0,4.0,2006
Robinson,R44,Takeoff,0.0,4.0,1.0,0.0,2006
Cessna,525,Landing,0.0,0.0,0.0,7.0,2006
Classic Aircraft Corp.,Waco YMF,Takeoff,0.0,0.0,0.0,2.0,2006
Flight Design,Gmbh,Takeoff,0.0,0.0,1.0,1.0,2006
Cessna,206G,Takeoff,0.0,0.0,0.0,1.0,2006
Lciv Llc,Lancair IV-P Propjet,Approach,3.0,0.0,0.0,0.0,2006
Raytheon Aircraft Company,B36TC,Approach,2.0,0.0,0.0,0.0,2006
Bell,206B,Maneuvering,1.0,2.0,0.0,0.0,2006
Dassault Aviation,Mystere Falcon 900,Landing,0.0,0.0,0.0,5.0,2006
